name	ui	pharmacological_action_name	pharmacological_action_ui
Natamycin	D010866	Antifungal Agents	D000935
Pimozide	D010868	Antipsychotic Agents	D014150
Pimozide	D010868	Dopamine Antagonists	D018492
Pimozide	D010868	Anti-Dyskinesia Agents	D018726
Pindolol	D010869	Adrenergic beta-Antagonists	D000319
Pindolol	D010869	Antihypertensive Agents	D000959
Pindolol	D010869	Serotonin Antagonists	D012702
Pindolol	D010869	Vasodilator Agents	D014665
Pipemidic Acid	D010876	Anti-Infective Agents, Urinary	D000892
Pipemidic Acid	D010876	Anti-Bacterial Agents	D000900
Piperacillin	D010878	Anti-Bacterial Agents	D000900
Piperonyl Butoxide	D010882	Pesticide Synergists	D010574
Piperoxan	D010883	Adrenergic alpha-Antagonists	D000317
Piperoxan	D010883	Antihypertensive Agents	D000959
Pipobroman	D010885	Antineoplastic Agents, Alkylating	D018906
Piracetam	D010889	Neuroprotective Agents	D018696
Piracetam	D010889	Nootropic Agents	D018697
Pirenzepine	D010890	Anti-Ulcer Agents	D000897
Pirenzepine	D010890	Muscarinic Antagonists	D018727
Piribedil	D010891	Antiparkinson Agents	D000978
Piribedil	D010891	Dopamine Agonists	D018491
Pirinitramide	D010892	Analgesics, Opioid	D000701
Pirinitramide	D010892	Narcotics	D009294
Piromidic Acid	D010893	Anti-Infective Agents	D000890
Piromidic Acid	D010893	Anti-Infective Agents, Urinary	D000892
Piroxicam	D010894	Anti-Inflammatory Agents, Non-Steroidal	D000894
Piroxicam	D010894	Cyclooxygenase Inhibitors	D016861
Pivampicillin	D010917	Anti-Bacterial Agents	D000900
Pizotyline	D010918	Antidepressive Agents	D000928
Pizotyline	D010918	Serotonin Antagonists	D012702
Pizotyline	D010918	Analgesics, Non-Narcotic	D018712
Plants, Toxic	D010947	Poisons	D011042
Plasminogen	D010958	Fibrinolytic Agents	D005343
Tissue Plasminogen Activator	D010959	Fibrinolytic Agents	D005343
Platelet Factor 3	D010977	Coagulants	D003029
Platelet Factor 4	D010978	Coagulants	D003029
Podophyllin	D011033	Antineoplastic Agents, Phytogenic	D000972
Podophyllin	D011033	Caustics	D002424
Podophyllin	D011033	Keratolytic Agents	D007641
Podophyllotoxin	D011034	Antineoplastic Agents, Phytogenic	D000972
Podophyllotoxin	D011034	Keratolytic Agents	D007641
Podophyllotoxin	D011034	Tubulin Modulators	D050257
Pokeweed Mitogens	D011043	Mitogens	D008934
Poloxalene	D011060	Cathartics	D002400
Poloxalene	D011060	Disinfectants	D004202
Poloxalene	D011060	Surface-Active Agents	D013501
Poly A-U	D011063	Adjuvants, Immunologic	D000276
Poly A-U	D011063	Antiviral Agents	D000998
Poly A-U	D011063	Interferon Inducers	D007369
Poly I-C	D011070	Antiviral Agents	D000998
Poly I-C	D011070	Interferon Inducers	D007369
Polychlorinated Biphenyls	D011078	Environmental Pollutants	D004785
Polyethylene Glycols	D011092	Solvents	D012997
Polyethylene Glycols	D011092	Surface-Active Agents	D013501
Polygeline	D011097	Plasma Substitutes	D010952
Polymyxin B	D011112	Anti-Bacterial Agents	D000900
Polymyxins	D011113	Anti-Bacterial Agents	D000900
Polyphloretin Phosphate	D011121	Prostaglandin Antagonists	D011448
Polysorbates	D011136	Excipients	D005079
Polysorbates	D011136	Surface-Active Agents	D013501
Polythiazide	D011139	Antihypertensive Agents	D000959
Polythiazide	D011139	Diuretics	D004232
Polythiazide	D011139	Sodium Chloride Symporter Inhibitors	D049993
Porfiromycin	D011160	Antibiotics, Antineoplastic	D000903
Potassium Cyanide	D011190	Enzyme Inhibitors	D004791
Potassium Cyanide	D011190	Poisons	D011042
Potassium Dichromate	D011192	Caustics	D002424
Potassium Dichromate	D011192	Coloring Agents	D004396
Potassium Magnesium Aspartate	D011195	Cardiotonic Agents	D002316
Potassium Permanganate	D011196	Indicators and Reagents	D007202
Povidone	D011205	Pharmaceutic Aids	D010592
Povidone	D011205	Plasma Substitutes	D010952
Povidone-Iodine	D011206	Anti-Infective Agents, Local	D000891
Practolol	D011217	Anti-Arrhythmia Agents	D000889
Practolol	D011217	Adrenergic beta-1 Receptor Antagonists	D058671
Prajmaline	D011219	Anti-Arrhythmia Agents	D000889
Prazepam	D011222	Anti-Anxiety Agents	D014151
Prazepam	D011222	GABA Modulators	D018757
Praziquantel	D011223	Anthelmintics	D000871
Prazosin	D011224	Antihypertensive Agents	D000959
Prazosin	D011224	Adrenergic alpha-1 Receptor Antagonists	D058668
Precipitins	D011234	Agglutinins	D000373
Prednimustine	D011238	Antineoplastic Agents, Alkylating	D018906
Prednisolone	D011239	Anti-Inflammatory Agents	D000893
Prednisolone	D011239	Glucocorticoids	D005938
Prednisolone	D011239	Antineoplastic Agents, Hormonal	D018931
Prednisone	D011241	Anti-Inflammatory Agents	D000893
Prednisone	D011241	Glucocorticoids	D005938
Prednisone	D011241	Antineoplastic Agents, Hormonal	D018931
Pregnanolone	D011280	Anesthetics	D000777
Prenalterol	D011294	Cardiotonic Agents	D002316
Prenalterol	D011294	Sympathomimetics	D013566
Prenalterol	D011294	Adrenergic beta-1 Receptor Agonists	D058665
Feprazone	D011298	Anti-Inflammatory Agents, Non-Steroidal	D000894
Prenylamine	D011299	Calcium Channel Blockers	D002121
Prenylamine	D011299	Vasodilator Agents	D014665
Prenylamine	D011299	Adrenergic Agents	D018663
Prilocaine	D011318	Anesthetics, Local	D000779
Primaquine	D011319	Antimalarials	D000962
Primidone	D011324	Anticonvulsants	D000927
Proadifen	D011335	Enzyme Inhibitors	D004791
Probenecid	D011339	Adjuvants, Pharmaceutic	D000277
Probenecid	D011339	Uricosuric Agents	D014528
Probucol	D011341	Anticholesteremic Agents	D000924
Probucol	D011341	Antioxidants	D000975
Procainamide	D011342	Anti-Arrhythmia Agents	D000889
Procainamide	D011342	Voltage-Gated Sodium Channel Blockers	D061567
Procaine	D011343	Anesthetics, Local	D000779
Procarbazine	D011344	Antineoplastic Agents	D000970
Fenofibrate	D011345	Hypolipidemic Agents	D000960
Prochlorperazine	D011346	Antiemetics	D000932
Prochlorperazine	D011346	Antipsychotic Agents	D014150
Prochlorperazine	D011346	Dopamine Antagonists	D018492
Procyclidine	D011352	Antiparkinson Agents	D000978
Procyclidine	D011352	Muscarinic Antagonists	D018727
Prodigiosin	D011353	Anti-Bacterial Agents	D000900
Prodigiozan	D011354	Adjuvants, Immunologic	D000276
Proflavine	D011370	Anti-Infective Agents, Local	D000891
Progesterone	D011374	Progestins	D011372
Proglumide	D011377	Anti-Ulcer Agents	D000897
Prolactin Release-Inhibiting Factors	D011389	Hormones	D006728
Promazine	D011395	Antiemetics	D000932
Promazine	D011395	Antipsychotic Agents	D014150
Promazine	D011395	Dopamine Antagonists	D018492
Promedol	D011396	Analgesics, Opioid	D000701
Promedol	D011396	Narcotics	D009294
Promethazine	D011398	Antipruritics	D000982
Promethazine	D011398	Histamine H1 Antagonists	D006634
Promethazine	D011398	Anti-Allergic Agents	D018926
Prometryne	D011400	Herbicides	D006540
Propafenone	D011405	Anti-Arrhythmia Agents	D000889
Propafenone	D011405	Voltage-Gated Sodium Channel Blockers	D061567
Propanidid	D011410	Anesthetics, Intravenous	D018686
Propanil	D011411	Herbicides	D006540
Propantheline	D011413	Anti-Ulcer Agents	D000897
Propantheline	D011413	Muscarinic Antagonists	D018727
Properdin	D011414	Immunologic Factors	D007155
Complement Factor B	D011415	Immunologic Factors	D007155
Complement Factor D	D011416	Immunologic Factors	D007155
Propidium	D011419	Coloring Agents	D004396
Propidium	D011419	Indicators and Reagents	D007202
Propidium	D011419	Intercalating Agents	D007364
Propiolactone	D011420	Disinfectants	D004202
Propolis	D011429	Anti-Infective Agents	D000890
Propoxycaine	D011430	Anesthetics, Local	D000779
Dextropropoxyphene	D011431	Analgesics, Opioid	D000701
Dextropropoxyphene	D011431	Narcotics	D009294
Propranolol	D011433	Adrenergic beta-Antagonists	D000319
Propranolol	D011433	Anti-Arrhythmia Agents	D000889
Propranolol	D011433	Antihypertensive Agents	D000959
Propranolol	D011433	Vasodilator Agents	D014665
Propyl Gallate	D011435	Antioxidants	D000975
Propylbenzilylcholine Mustard	D011438	Affinity Labels	D000345
Propylbenzilylcholine Mustard	D011438	Muscarinic Antagonists	D018727
Propyliodone	D011440	Contrast Media	D003287
Propylthiouracil	D011441	Antimetabolites	D000963
Propylthiouracil	D011441	Antithyroid Agents	D013956
Proscillaridin	D011442	Cardiotonic Agents	D002316
Proscillaridin	D011442	Enzyme Inhibitors	D004791
Prospidium	D011447	Antineoplastic Agents	D000970
Prospidium	D011447	Antirheumatic Agents	D018501
Epoprostenol	D011464	Antihypertensive Agents	D000959
Epoprostenol	D011464	Platelet Aggregation Inhibitors	D010975
Protamines	D011479	Heparin Antagonists	D006494
Protein C	D011486	Anticoagulants	D000925
Protein C	D011486	Fibrinolytic Agents	D005343
Prothionamide	D011515	Antitubercular Agents	D000995
Protoveratrines	D011526	Antihypertensive Agents	D000959
Protriptyline	D011530	Antidepressive Agents, Tricyclic	D000929
Protriptyline	D011530	Adrenergic Uptake Inhibitors	D018759
Psilocybin	D011562	Hallucinogens	D006213
Furocoumarins	D011564	Dermatologic Agents	D003879
Furocoumarins	D011564	Photosensitizing Agents	D017319
Psyllium	D011620	Cathartics	D002400
Pteroylpolyglutamic Acids	D011624	Vitamin B Complex	D014803
Puromycin	D011691	Antimetabolites, Antineoplastic	D000964
Puromycin	D011691	Protein Synthesis Inhibitors	D011500
Puromycin	D011691	Trypanocidal Agents	D014344
Puromycin Aminonucleoside	D011692	Antibiotics, Antineoplastic	D000903
Puromycin Aminonucleoside	D011692	Antimetabolites, Antineoplastic	D000964
Pyran Copolymer	D011713	Antineoplastic Agents	D000970
Pyran Copolymer	D011713	Antiviral Agents	D000998
Pyran Copolymer	D011713	Interferon Inducers	D007369
Pyrantel	D011715	Antinematodal Agents	D000969
Pyrantel	D011715	Neuromuscular Depolarizing Agents	D009467
Pyrantel Pamoate	D011716	Antinematodal Agents	D000969
Pyrantel Tartrate	D011717	Anthelmintics	D000871
Pyrantel Tartrate	D011717	Antinematodal Agents	D000969
Pyrazinamide	D011718	Antitubercular Agents	D000995
Pyrethrins	D011722	Insecticides	D007306
Pyridinolcarbamate	D011727	Hypolipidemic Agents	D000960
Pyridostigmine Bromide	D011729	Cholinesterase Inhibitors	D002800
Pyridoxal	D011730	Vitamin B Complex	D014803
Pyridoxal Phosphate	D011732	Vitamin B Complex	D014803
Pyridoxamine	D011733	Vitamin B Complex	D014803
Pyridoxine	D011736	Vitamin B Complex	D014803
Pyrilamine	D011738	Sleep Aids, Pharmaceutical	D000068776
Pyrilamine	D011738	Histamine H1 Antagonists	D006634
Pyrilamine	D011738	Anti-Allergic Agents	D018926
Pyrimethamine	D011739	Antimalarials	D000962
Pyrimethamine	D011739	Antiprotozoal Agents	D000981
Pyrimethamine	D011739	Folic Acid Antagonists	D005493
Pyrithiamine	D011745	Antimetabolites	D000963
Pyrogallol	D011748	Antioxidants	D000975
Pyroglobulins	D011750	Immunologic Factors	D007155
Pyronine	D011754	Coloring Agents	D004396
Pyrrolnitrin	D011764	Antifungal Agents	D000935
Quercetin	D011794	Antioxidants	D000975
Quinacrine	D011796	Anticestodal Agents	D000923
Quinacrine	D011796	Antimalarials	D000962
Quinacrine	D011796	Antinematodal Agents	D000969
Quinacrine	D011796	Antineoplastic Agents	D000970
Quinacrine	D011796	Enzyme Inhibitors	D004791
Quinacrine Mustard	D011797	Fluorescent Dyes	D005456
Quinestrol	D011800	Estrogens	D004967
Quinidine	D011802	Adrenergic alpha-Antagonists	D000317
Quinidine	D011802	Anti-Arrhythmia Agents	D000889
Quinidine	D011802	Antimalarials	D000962
Quinidine	D011802	Enzyme Inhibitors	D004791
Quinidine	D011802	Muscarinic Antagonists	D018727
Quinidine	D011802	Voltage-Gated Sodium Channel Blockers	D061567
Quinidine	D011802	Cytochrome P-450 CYP2D6 Inhibitors	D065690
Quinine	D011803	Antimalarials	D000962
Quinine	D011803	Muscle Relaxants, Central	D009125
Quinine	D011803	Analgesics, Non-Narcotic	D018712
Quinuclidinyl Benzilate	D011813	Muscarinic Antagonists	D018727
Quipazine	D011814	Oxytocics	D010120
Quipazine	D011814	Serotonin Receptor Agonists	D017366
Quipazine	D011814	Antidepressive Agents, Second-Generation	D018687
Radon	D011886	Air Pollutants, Radioactive	D000396
Radon	D011886	Carcinogens, Environmental	D002274
Rafoxanide	D011888	Antinematodal Agents	D000969
Rafoxanide	D011888	Antiplatyhelmintic Agents	D000980
Ranitidine	D011899	Anti-Ulcer Agents	D000897
Ranitidine	D011899	Histamine H2 Antagonists	D006635
Razoxane	D011929	Antimitotic Agents	D050256
Reagins	D011935	Immunologic Factors	D007155
Receptors, Antigen, B-Cell	D011947	Immunologic Factors	D007155
Batroxobin	D012103	Fibrinolytic Agents	D005343
Batroxobin	D012103	Hemostatics	D006490
Reserpine	D012110	Antihypertensive Agents	D000959
Reserpine	D012110	Antipsychotic Agents	D014150
Reserpine	D012110	Adrenergic Uptake Inhibitors	D018759
Rheumatoid Factor	D012217	Immunologic Factors	D007155
Rhodamines	D012235	Fluorescent Dyes	D005456
Rhodamines	D012235	Indicators and Reagents	D007202
Ribavirin	D012254	Antimetabolites	D000963
Ribavirin	D012254	Antiviral Agents	D000998
Riboflavin	D012256	Vitamin B Complex	D014803
Riboflavin	D012256	Photosensitizing Agents	D017319
Ribostamycin	D012271	Anti-Bacterial Agents	D000900
Ricin	D012276	Chemical Warfare Agents	D002619
Rifampin	D012293	Antibiotics, Antitubercular	D000904
Rifampin	D012293	Leprostatic Agents	D007917
Rifampin	D012293	Nucleic Acid Synthesis Inhibitors	D019384
Rifampin	D012293	Cytochrome P-450 CYP2B6 Inducers	D065695
Rifampin	D012293	Cytochrome P-450 CYP2C8 Inducers	D065696
Rifampin	D012293	Cytochrome P-450 CYP2C19 Inducers	D065697
Rifampin	D012293	Cytochrome P-450 CYP2C9 Inducers	D065698
Rifampin	D012293	Cytochrome P-450 CYP3A Inducers	D065701
Rifamycins	D012294	Anti-Bacterial Agents	D000900
Rimantadine	D012299	Antiviral Agents	D000998
Rimantadine	D012299	Nucleic Acid Synthesis Inhibitors	D019384
Ristocetin	D012310	Anti-Bacterial Agents	D000900
Ritodrine	D012312	Sympathomimetics	D013566
Ritodrine	D012312	Tocolytic Agents	D015149
Ritodrine	D012312	Adrenergic beta-2 Receptor Agonists	D058666
4-(3-Butoxy-4-methoxybenzyl)-2-imidazolidinone	D012368	Phosphodiesterase Inhibitors	D010726
Robenidine	D012370	Coccidiostats	D003049
Rolitetracycline	D012382	Anti-Bacterial Agents	D000900
Ronidazole	D012385	Antiprotozoal Agents	D000981
Rosaniline Dyes	D012394	Coloring Agents	D004396
Rose Bengal	D012395	Fluorescent Dyes	D005456
Rotenone	D012402	Insecticides	D007306
Rotenone	D012402	Uncoupling Agents	D014475
Roxarsone	D012406	Anti-Bacterial Agents	D000900
Roxarsone	D012406	Coccidiostats	D003049
Rutamycin	D012427	Anti-Bacterial Agents	D000900
Rutamycin	D012427	Antifungal Agents	D000935
Rutamycin	D012427	Enzyme Inhibitors	D004791
Rutamycin	D012427	Uncoupling Agents	D014475
Ruthenium Red	D012430	Coloring Agents	D004396
Ruthenium Red	D012430	Indicators and Reagents	D007202
Saccharin	D012439	Sweetening Agents	D013549
Salicylates	D012459	Anti-Inflammatory Agents, Non-Steroidal	D000894
Salicylates	D012459	Cyclooxygenase Inhibitors	D016861
Sulfasalazine	D012460	Anti-Infective Agents	D000890
Sulfasalazine	D012460	Anti-Inflammatory Agents, Non-Steroidal	D000894
Sulfasalazine	D012460	Gastrointestinal Agents	D005765
Sulfasalazine	D012460	Antirheumatic Agents	D018501
Santonin	D012500	Antinematodal Agents	D000969
Saralasin	D012504	Angiotensin II Type 1 Receptor Blockers	D047228
Sarin	D012524	Chemical Warfare Agents	D002619
Sarin	D012524	Cholinesterase Inhibitors	D002800
Saxitoxin	D012530	Poisons	D011042
Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide	D012531	Prostaglandin Antagonists	D011448
Sizofiran	D012566	Adjuvants, Immunologic	D000276
Sizofiran	D012566	Antineoplastic Agents, Phytogenic	D000972
Scopolamine Hydrobromide	D012601	Adjuvants, Anesthesia	D000759
Scopolamine Hydrobromide	D012601	Mydriatics	D009184
Scopolamine Hydrobromide	D012601	Cholinergic Antagonists	D018680
Scopolamine Hydrobromide	D012601	Muscarinic Antagonists	D018727
Secobarbital	D012631	Adjuvants, Anesthesia	D000759
Secobarbital	D012631	Hypnotics and Sedatives	D006993
Secobarbital	D012631	GABA Modulators	D018757
Secretin	D012633	Gastrointestinal Agents	D005765
Secretin	D012633	Hormones	D006728
Secretory Component	D012635	Immunologic Factors	D007155
Selegiline	D012642	Antiparkinson Agents	D000978
Selegiline	D012642	Monoamine Oxidase Inhibitors	D008996
Selegiline	D012642	Neuroprotective Agents	D018696
Selenium	D012643	Antioxidants	D000975
Selenium	D012643	Trace Elements	D014131
Semustine	D012673	Antineoplastic Agents, Alkylating	D018906
Senna Extract	D012676	Cathartics	D002400
Serotonin	D012701	Serotonin Receptor Agonists	D017366
Serum Albumin, Radio-Iodinated	D012711	Radiopharmaceuticals	D019275
Carbaryl	D012721	Cholinesterase Inhibitors	D002800
Carbaryl	D012721	Insecticides	D007306
Showdomycin	D012787	Antibiotics, Antineoplastic	D000903
Showdomycin	D012787	Sulfhydryl Reagents	D013439
Silicon	D012825	Trace Elements	D014131
Silver Nitrate	D012835	Anti-Infective Agents, Local	D000891
Silver Proteins	D012836	Anti-Infective Agents, Local	D000891
Silver Sulfadiazine	D012837	Anti-Infective Agents, Local	D000891
Silymarin	D012838	Antioxidants	D000975
Silymarin	D012838	Protective Agents	D020011
Simazine	D012839	Herbicides	D006540
Simethicone	D012841	Antifoaming Agents	D000934
Simethicone	D012841	Emollients	D004643
Sisomicin	D012853	Anti-Bacterial Agents	D000900
Sisomicin	D012853	Protein Synthesis Inhibitors	D011500
Sodium Cyanide	D012966	Enzyme Inhibitors	D004791
Sodium Cyanide	D012966	Indicators and Reagents	D007202
Sodium Cyanide	D012966	Poisons	D011042
Sodium Dodecyl Sulfate	D012967	Surface-Active Agents	D013501
Etidronic Acid	D012968	Bone Density Conservation Agents	D050071
Sodium Fluoride	D012969	Cariostatic Agents	D002327
Sodium Glutamate	D012970	Flavoring Agents	D005421
Gold Sodium Thiosulfate	D012971	Antirheumatic Agents	D018501
Sodium Hydroxide	D012972	Caustics	D002424
Sodium Hypochlorite	D012973	Disinfectants	D004202
Sodium Hypochlorite	D012973	Oxidants	D016877
Sodium Morrhuate	D012976	Sclerosing Solutions	D012597
Sodium Nitrite	D012977	Food Preservatives	D005520
Sodium Nitrite	D012977	Indicators and Reagents	D007202
Sodium Oxybate	D012978	Adjuvants, Anesthesia	D000759
Sodium Oxybate	D012978	Anesthetics, Intravenous	D018686
Sodium Salicylate	D012980	Anti-Inflammatory Agents, Non-Steroidal	D000894
Sodium Salicylate	D012980	Cyclooxygenase Inhibitors	D016861
Sodium Tetradecyl Sulfate	D012981	Sclerosing Solutions	D012597
Sodium Tetradecyl Sulfate	D012981	Surface-Active Agents	D013501
Soman	D012999	Chemical Warfare Agents	D002619
Soman	D012999	Cholinesterase Inhibitors	D002800
Soman	D012999	Convulsants	D003292
Somatostatin	D013004	Hormones	D006728
Growth Hormone-Releasing Hormone	D013007	Hormones	D006728
Sorbic Acid	D013011	Food Preservatives	D005520
Sorbitol	D013012	Cathartics	D002400
Sorbitol	D013012	Indicators and Reagents	D007202
Sorbitol	D013012	Sweetening Agents	D013549
Sotalol	D013015	Adrenergic beta-Antagonists	D000319
Sotalol	D013015	Anti-Arrhythmia Agents	D000889
Sotalol	D013015	Sympatholytics	D013565
Sparsomycin	D013033	Antibiotics, Antineoplastic	D000903
Sparsomycin	D013033	Protein Synthesis Inhibitors	D011500
Sparteine	D013034	Anti-Arrhythmia Agents	D000889
Sparteine	D013034	Oxytocics	D010120
Spiperone	D013134	Antipsychotic Agents	D014150
Spiperone	D013134	Dopamine Antagonists	D018492
Spironolactone	D013148	Mineralocorticoid Receptor Antagonists	D000451
Spironolactone	D013148	Diuretics	D004232
5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole	D013184	Schistosomicides	D012556
5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole	D013184	Trypanocidal Agents	D014344
Dihydrotestosterone	D013196	Androgens	D000728
Stanozolol	D013197	Androgens	D000728
Stanozolol	D013197	Anabolic Agents	D045930
Streptokinase	D013300	Fibrinolytic Agents	D005343
Streptomycin	D013307	Anti-Bacterial Agents	D000900
Streptomycin	D013307	Protein Synthesis Inhibitors	D011500
Streptonigrin	D013308	Antibiotics, Antineoplastic	D000903
Streptovaricin	D013310	Anti-Bacterial Agents	D000900
Streptovaricin	D013310	Antibiotics, Antineoplastic	D000903
