pharmacological_action_name	pharmacological_action_ui	name	ui	entry_term_name	entry_term_ui
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Dextro-Amphetamine Sulfate	T011701
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Sulfate, Dextroamphetamine	T011703
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Dextroamphetamine Sulfate	T011703
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Curban	T641358
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Phenopromin	T001993
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Amfetamine	T001995
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Amphetamine	T001988
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Elvanse	T000880324
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Lisdexamfetamine	T000880325
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	NRP104	T683230
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	NRP-104	T683231
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	NRP 104	T683231
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	d Amphetamine Sulfate	T011702
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Phenamine	T001992
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	d-Amphetamine Sulfate	T011702
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Dexamphetamine	T011705
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Dexamfetamine	T011708
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	dextro-Amphetamine	T011707
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	dextro Amphetamine	T011707
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	d-Amphetamine	T011704
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	d Amphetamine	T011704
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Dexedrine	T011709
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	DextroStat	T608884
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Oxydess	T608885
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Dextroamphetamine	T011706
Central Nervous System Stimulants	D000697	Bemegride	D001534	Methetharimide	T004449
Central Nervous System Stimulants	D000697	Mazindol	D008454	Diestet	T612912
Central Nervous System Stimulants	D000697	Bemegride	D001534	Megimide	T004448
Central Nervous System Stimulants	D000697	Caffeine	D002110	Percutaféine	T588679
Central Nervous System Stimulants	D000697	Caffeine	D002110	Dexitac	T588671
Central Nervous System Stimulants	D000697	Benzphetamine	D001589	Didrex	T004597
Central Nervous System Stimulants	D000697	Benzphetamine	D001589	Benzfetamine	T004596
Central Nervous System Stimulants	D000697	Benzphetamine	D001589	Benzphetamine	T004595
Central Nervous System Stimulants	D000697	Caffeine	D002110	Quick Pep	T588666
Central Nervous System Stimulants	D000697	Bemegride	D001534	Ethylmethylglutarimide	T004447
Central Nervous System Stimulants	D000697	Caffeine	D002110	Durvitan	T588673
Central Nervous System Stimulants	D000697	Caffeine	D002110	No Doz	T005986
Central Nervous System Stimulants	D000697	Caffeine	D002110	Percoffedrinol N	T588675
Central Nervous System Stimulants	D000697	Caffeine	D002110	1,3,7-Trimethylxanthine	T005984
Central Nervous System Stimulants	D000697	Caffeine	D002110	QuickPep	T588666
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Dimesylate, Lis-dexamfetamine	T000880327
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Dimesylate, Lisdexamfetamine	T000880326
Central Nervous System Stimulants	D000697	Caffeine	D002110	Coffeinum Purrum	T588669
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Lisdexamfetamine Dimesylate	T000880326
Central Nervous System Stimulants	D000697	Caffeine	D002110	Vivarin	T588677
Central Nervous System Stimulants	D000697	Caffeine	D002110	Caffedrine	T588664
Central Nervous System Stimulants	D000697	Caffeine	D002110	Quick-Pep	T588666
Central Nervous System Stimulants	D000697	Caffeine	D002110	Coffeinum N	T588667
Central Nervous System Stimulants	D000697	Caffeine	D002110	Caffeine	T005985
Chelating Agents	D002614	Succimer	D004113	Rhenium Salt Succimer	T360645
Chelating Agents	D002614	Succimer	D004113	Chemet	T618613
Chelating Agents	D002614	Pentetic Acid	D004369	Indium-DTPA	T013358
Chelating Agents	D002614	Succimer	D004113	Monosodium Salt Succimer	T360644
Chelating Agents	D002614	Succimer	D004113	Succimer, Monosodium Salt	T360644
Chelating Agents	D002614	Succimer	D004113	Acid, Dimercaptosuccinic	T012493
Chelating Agents	D002614	Succimer	D004113	Dimercaptosuccinic Acid	T012493
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	Dipyridyl, 2,2	T044007
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	alpha,alpha-Dipyridyl	T044012
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	alpha,alpha Dipyridyl	T044012
Chelating Agents	D002614	Succimer	D004113	Succimer, Rhenium Salt	T360645
Chelating Agents	D002614	Succimer	D004113	Succimer, Tin Salt	T360647
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2-Bipyridine	T044006
Chelating Agents	D002614	Succimer	D004113	Tin Dimercaptosuccinate	T012490
Chelating Agents	D002614	Cuprizone	D003471	Biscyclohexanone Oxaldihydrazone	T010084
Chelating Agents	D002614	Cuprizone	D003471	Cuprizone	T010085
Chelating Agents	D002614	Succimer	D004113	Ro17977	T012488
Chelating Agents	D002614	Succimer	D004113	Ro 1 7977	T012488
Chelating Agents	D002614	Succimer	D004113	Ro-1-7977	T012488
Chelating Agents	D002614	Succimer	D004113	Dimercaptosuccinate, Tin	T012490
Chelating Agents	D002614	Unithiol	D014494	2,3 Dimercapto 1 propanesulfonic Acid	T042434
Chelating Agents	D002614	Unithiol	D014494	2,3-Dimercapto-1-propanesulfonic Acid	T042434
Chelating Agents	D002614	Unithiol	D014494	Unitiol	T042437
Chelating Agents	D002614	Unithiol	D014494	2,3-Dithiopropanesulfate, Sodium	T042432
Chelating Agents	D002614	Unithiol	D014494	Sodium 2,3-Dithiopropanesulfate	T042432
Chelating Agents	D002614	Unithiol	D014494	DMPS	T042431
Chelating Agents	D002614	Unithiol	D014494	2,3-Dimercaptopropane Sulfonate, Sodium	T042429
Chelating Agents	D002614	Unithiol	D014494	Sodium 2,3-Dimercaptopropane Sulfonate	T042429
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2'-Dipyridyl	T044010
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2-Dipyridyl	T044009
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2 Bipyridine	T044006
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2 Dipyridyl	T044007
Chelating Agents	D002614	Unithiol	D014494	Unithiol	T042433
Chelating Agents	D002614	Succimer	D004113	Tin Salt Succimer	T360647
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2-Bipyridyl	T044011
Chelating Agents	D002614	Succimer	D004113	2,3-Dimercaptosuccinic Acid	T012489
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2'-Bipyridine	T044005
Chelating Agents	D002614	Dimercaprol	D004112	in Oil, BAL	T611692
Chelating Agents	D002614	Dimercaprol	D004112	Oil, BAL in	T611692
Chelating Agents	D002614	Dimercaprol	D004112	BAL in Oil	T611692
Chelating Agents	D002614	Dimercaprol	D004112	Cadmium 2,3 Dimercaptopropanol	T012479
Chelating Agents	D002614	Dimercaprol	D004112	2,3-Dimercaptopropanol, Cadmium	T012479
Chelating Agents	D002614	Dimercaprol	D004112	Cadmium 2,3-Dimercaptopropanol	T012479
Chelating Agents	D002614	Dimercaprol	D004112	Dicaptol	T012484
Chelating Agents	D002614	Dimercaprol	D004112	British Anti Lewisite	T012483
Chelating Agents	D002614	Dimercaprol	D004112	Anti-Lewisite, British	T012483
Chelating Agents	D002614	Dimercaprol	D004112	B.A.L.	T611691
Chelating Agents	D002614	Dimercaprol	D004112	British Anti-Lewisite	T012483
Chelating Agents	D002614	Dimercaprol	D004112	2,3-Dimercaptopropanol	T012480
Chelating Agents	D002614	Dimercaprol	D004112	British Anti Lewisite Agent	T012486
Chelating Agents	D002614	Dimercaprol	D004112	Anti-Lewisite Agent, British	T012486
Chelating Agents	D002614	Dimercaprol	D004112	British Anti-Lewisite Agent	T012486
Chelating Agents	D002614	Dimercaprol	D004112	2,3 Dithiopropan 1 o1	T012481
Chelating Agents	D002614	Dimercaprol	D004112	2,3-Dithiopropan-1-o1	T012481
Chelating Agents	D002614	Trientine	D014266	Trientine	T041763
Chelating Agents	D002614	Dimercaprol	D004112	Dimercaprol	T012485
Chelating Agents	D002614	Trientine	D014266	Triethylenetetramine	T041764
Chelating Agents	D002614	Dimercaprol	D004112	2,3 Dimercaptopropanol	T012480
Chelating Agents	D002614	Succimer	D004113	Succimer	T012487
Chelating Agents	D002614	Succimer	D004113	DMSA	T012492
Chelating Agents	D002614	Succimer	D004113	meso-Dimercaptosuccinic Acid	T012491
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2' Bipyridine	T044005
Chelating Agents	D002614	Succimer	D004113	Acid, 2,3-Dimercaptosuccinic	T012489
Chelating Agents	D002614	Succimer	D004113	2,3 Dimercaptosuccinic Acid	T012489
Chelating Agents	D002614	Cuprizone	D003471	Oxaldihydrazone, Biscyclohexanone	T010084
Chelating Agents	D002614	Succimer	D004113	Dipotassium Salt Succimer	T360646
Chelating Agents	D002614	Succimer	D004113	Succimer, Dipotassium Salt	T360646
Chelating Agents	D002614	Succimer	D004113	Succimer, (R*,R*)-(+,-)-Isomer	T360749
Chelating Agents	D002614	Succimer	D004113	Succimer Antimony Sodium Salt, (R*,S*)-Isomer	T360643
Chelating Agents	D002614	Succimer	D004113	Succicaptal	T618615
Chelating Agents	D002614	Succimer	D004113	Butanedioic Acid, 2,3-Dimercapto-, (R*,S*)-Isomer	T846172
Chelating Agents	D002614	Succimer	D004113	meso Dimercaptosuccinic Acid	T012491
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2' Dipyridyl	T044008
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	Dipyridyl, 2,2'	T044008
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	Bipyridyl	T044013
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Ammonium Salt	T361587
Chelating Agents	D002614	Ditiocarb	D004050	Sodium Salt Ditiocarb	T361584
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Sodium Salt	T361584
Chelating Agents	D002614	Ditiocarb	D004050	Diethyldithiocarbamate, Sodium	T012298
Chelating Agents	D002614	Ditiocarb	D004050	Diethyldithiocarbamic Acid	T012290
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb Sodium	T012299
Chelating Agents	D002614	Succimer	D004113	Acid, meso-Dimercaptosuccinic	T012491
Chelating Agents	D002614	2,2'-Dipyridyl	D015082	2,2 Bipyridyl	T044011
Chelating Agents	D002614	Succimer	D004113	Succimer, Disodium Salt	T360642
Chelating Agents	D002614	Unithiol	D014494	Mercuval	T641628
Chelating Agents	D002614	Unithiol	D014494	2,3-Dimercaptopropane 1-Sodium Sulfonate	T042435
Chelating Agents	D002614	Penicillamine	D010396	D Penicillamine	T030673
Chelating Agents	D002614	Penicillamine	D010396	D-Penicillamine	T030673
Chelating Agents	D002614	Penicillamine	D010396	Mercaptovaline	T030675
Chelating Agents	D002614	Penicillamine	D010396	Penicillamine	T030676
Chelating Agents	D002614	Pentetic Acid	D004369	Trisodium, Pentetate Zinc	T839238
Chelating Agents	D002614	Pentetic Acid	D004369	Pentetate Zinc Trisodium	T839238
Chelating Agents	D002614	Pentetic Acid	D004369	CaDTPA	T320111
Chelating Agents	D002614	Pentetic Acid	D004369	Ca DTPA	T013363
Chelating Agents	D002614	Penicillamine	D010396	Dimethylcysteine	T030674
Chelating Agents	D002614	Pentetic Acid	D004369	Ca-DTPA	T013363
Chelating Agents	D002614	Pentetic Acid	D004369	Pentetate, Calcium Trisodium	T839235
Chelating Agents	D002614	Pentetic Acid	D004369	Calcium Trisodium Pentetate	T839235
Chelating Agents	D002614	Pentetic Acid	D004369	CaNa DTPA	T013351
Chelating Agents	D002614	Pentetic Acid	D004369	CaNa-DTPA	T013351
Chelating Agents	D002614	Pentetic Acid	D004369	Trisodium, Pentetate Calcium	T839236
Chelating Agents	D002614	Pentetic Acid	D004369	Calcium Trisodium, Pentetate	T839236
Chelating Agents	D002614	Pentetic Acid	D004369	Pentetate Calcium Trisodium	T839236
Chelating Agents	D002614	Pentetic Acid	D004369	Sn DTPA	T013361
Chelating Agents	D002614	Pentetic Acid	D004369	Trisodium Pentetate, Calcium	T839235
Chelating Agents	D002614	Dithizone	D004230	Diphenylthiocarbazone	T012850
Chelating Agents	D002614	Penicillamine	D010396	beta,beta-Dimethylcysteine	T030677
Chelating Agents	D002614	Pentetic Acid	D004369	Zinc Trisodium, Pentetate	T839238
Chelating Agents	D002614	Pentetic Acid	D004369	Indium DTPA	T013358
Chelating Agents	D002614	Pentetic Acid	D004369	Pentacine	T013349
Chelating Agents	D002614	Pentetic Acid	D004369	Pentacin	T013350
Chelating Agents	D002614	Penicillamine	D010396	D-3-Mercaptovaline	T030672
Chelating Agents	D002614	Penicillamine	D010396	D 3 Mercaptovaline	T030672
Chelating Agents	D002614	Penicillamine	D010396	Metalcaptase	T030671
Chelating Agents	D002614	Penicillamine	D010396	Cuprimine	T030678
Chelating Agents	D002614	Penicillamine	D010396	Copper Penicillaminate	T030670
Chelating Agents	D002614	Penicillamine	D010396	beta,beta Dimethylcysteine	T030677
Chelating Agents	D002614	Penicillamine	D010396	Penicillaminate, Copper	T030670
Chelating Agents	D002614	Thenoyltrifluoroacetone	D013804	Trifluorothienylacetone	T040515
Chelating Agents	D002614	Thenoyltrifluoroacetone	D013804	TTFA cpd	T650307
Chelating Agents	D002614	Thenoyltrifluoroacetone	D013804	4,4,4-trifluoro-1-(2-thienyl)-1,3-butanedione	T650306
Chelating Agents	D002614	Thenoyltrifluoroacetone	D013804	Thenoyltrifluoroacetone	T040514
Chelating Agents	D002614	Dithizone	D004230	Dithizone	T012851
Chelating Agents	D002614	Dithizone	D004230	Dithizon	T012852
Chelating Agents	D002614	Pentetic Acid	D004369	Zinc DTPA	T013362
Chelating Agents	D002614	Pentetic Acid	D004369	Zinc-DTPA	T013362
Chelating Agents	D002614	Penicillamine	D010396	Cuprenil	T030679
Chelating Agents	D002614	Succimer	D004113	Disodium Salt Succimer	T360642
Chelating Agents	D002614	Ditiocarb	D004050	Sodium, Ditiocarb	T012299
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Potassium Salt	T361590
Chelating Agents	D002614	Ditiocarb	D004050	Thiocarb	T012293
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb	T012291
Chelating Agents	D002614	Ditiocarb	D004050	Diethyldithiocarbamate, Zinc	T012296
Chelating Agents	D002614	Ditiocarb	D004050	Diethyldithiocarbamate	T012297
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Lead Salt	T361588
Chelating Agents	D002614	Ditiocarb	D004050	Lead Salt Ditiocarb	T361588
Chelating Agents	D002614	Trientine	D014266	Trientine Hydrochloride	T758312
Chelating Agents	D002614	Trientine	D014266	Trientine Dihydrochloride	T758313
Chelating Agents	D002614	Ditiocarb	D004050	Dithiocarb	T012295
Chelating Agents	D002614	Unithiol	D014494	DMPS Heyl	T641627
Chelating Agents	D002614	Unithiol	D014494	Dimaval	T042430
Chelating Agents	D002614	Pentetic Acid	D004369	Pentetates	T013360
Chelating Agents	D002614	Unithiol	D014494	2,3 Dimercaptopropanesulfonic Acid	T042428
Chelating Agents	D002614	Unithiol	D014494	2,3-Dimercaptopropanesulfonic Acid	T042428
Chelating Agents	D002614	Unithiol	D014494	2,3 Dimercaptopropane 1 sulfonate Sodium	T042436
Chelating Agents	D002614	Unithiol	D014494	2,3-Dimercaptopropane-1-sulfonate Sodium	T042436
Chelating Agents	D002614	Unithiol	D014494	2,3 Dimercaptopropane 1 Sodium Sulfonate	T042435
Chelating Agents	D002614	Unithiol	D014494	1-Sodium Sulfonate, 2,3-Dimercaptopropane	T042435
Chelating Agents	D002614	Unithiol	D014494	DMPS-Heyl	T641627
Chelating Agents	D002614	Ditiocarb	D004050	Potassium Salt Ditiocarb	T361590
Chelating Agents	D002614	Ditiocarb	D004050	Diethylcarbamodithioic Acid	T012294
Chelating Agents	D002614	Ditiocarb	D004050	Zinc Salt Ditiocarb	T415629
Chelating Agents	D002614	Ditiocarb	D004050	Imuthiol	T012292
Chelating Agents	D002614	Pentetic Acid	D004369	Sn-DTPA	T013361
Chelating Agents	D002614	Pentetic Acid	D004369	Mn Dtpa	T013359
Chelating Agents	D002614	Pentetic Acid	D004369	Mn-Dtpa	T013359
Chelating Agents	D002614	Pentetic Acid	D004369	DTPA	T013354
Chelating Agents	D002614	Pentetic Acid	D004369	DETAPAC	T013352
Chelating Agents	D002614	Pentetic Acid	D004369	Pentaind	T013355
Chelating Agents	D002614	Pentetic Acid	D004369	Penthanil	T013356
Chelating Agents	D002614	Ditiocarb	D004050	Zinc Diethyldithiocarbamate	T012296
Chelating Agents	D002614	Pentetic Acid	D004369	Pentaacetic Acid, Diethylenetriamine	T013353
Chelating Agents	D002614	Pentetic Acid	D004369	Diethylenetriamine Pentaacetic Acid	T013353
Chelating Agents	D002614	Pentetic Acid	D004369	Pentetic Acid	T013357
Chelating Agents	D002614	Ditiocarb	D004050	Bismuth Salt Ditiocarb	T361589
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Bismuth Salt	T361589
Chelating Agents	D002614	Ditiocarb	D004050	Ammonium Salt Ditiocarb	T361587
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Sodium Salt, Trihydrate	T361586
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Tin(4+) Salt	T361585
Chelating Agents	D002614	Ditiocarb	D004050	Ditiocarb, Zinc Salt	T415629
Chelating Agents	D002614	Pentetic Acid	D004369	Acid, Diethylenetriamine Pentaacetic	T013353
Chelating Agents	D002614	Ditiocarb	D004050	Sodium Diethyldithiocarbamate	T012298
Chelating Agents	D002614	Trientine	D014266	Syprine	T758315
Chelating Agents	D002614	Caseins	D002364	alpha Caseins	T006833
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Technetium diethylenetriamine pentaacetic acid	T048555
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Tc-DTPA	T048553
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Technetium DTPA	T048557
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Technetium-DTPA	T048557
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Tc 99m DTPA	T048558
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	99m-DTPA, Tc	T048558
Chelating Agents	D002614	Caseins	D002364	beta-Casein Acetylated, Dephosphorylated	T006830
Chelating Agents	D002614	Caseins	D002364	Acetylated, Dephosphorylated beta-Casein	T006830
Chelating Agents	D002614	Caseins	D002364	beta Casein	T006835
Chelating Agents	D002614	Caseins	D002364	beta-Casein	T006835
Chelating Agents	D002614	Caseins	D002364	beta Caseins	T006834
Chelating Agents	D002614	Caseins	D002364	beta-Caseins	T006834
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Tc 99m-DTPA	T048558
Chelating Agents	D002614	Caseins	D002364	AD beta-Casein	T006831
Chelating Agents	D002614	Caseins	D002364	alpha(S2)-Casein	T006832
Chelating Agents	D002614	Caseins	D002364	Caseinate, Sodium	T006844
Chelating Agents	D002614	Caseins	D002364	Sodium Caseinate	T006844
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Technetium (99m) Pentetate	T048554
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Technetium Tc 99m Pentetate	T048556
Chelating Agents	D002614	Technetium Tc 99m Pentetate	D016284	Technetium Pentetic Acid	T048552
Chelating Agents	D002614	Caseins	D002364	alpha(S1)-Casein B	T006847
